Unnamed: 0,book,chapter,verse,orig,lex,strong,freq
148090,1Chroniques,1,36,וְגַעְתָּ֔ם,גַּעְתָּם,H1609,3
148091,1Chroniques,1,36,קְנַ֖ז,קְנַז,H7073,11
148092,1Chroniques,1,36,וְתִמְנָ֥ע,תִּמְנָע,H8555,6
148093,1Chroniques,1,36,וַעֲמָלֵֽק׃ ס,עֲמָלֵק,H6002,39
148094,1Chroniques,1,37,בְּנֵ֖י,בֵּן,H1121,4959
148095,1Chroniques,1,37,רְעוּאֵ֑ל,רְעוּאֵל,H7467,11
148096,1Chroniques,1,37,נַ֥חַת,נַ֫חַת,H5184,5
148097,1Chroniques,1,37,זֶ֖רַח,זֶ֫רַח,H2226,21
148098,1Chroniques,1,37,שַׁמָּ֥ה,שַׁמָּה,H8048,7
148099,1Chroniques,1,37,וּמִזָּֽה׃ ס,מִזָּה,H4199,3
148100,1Chroniques,1,38,וּבְנֵ֣י,בֵּן,H1121,4959
148101,1Chroniques,1,38,שֵׂעִ֔יר,שֵׂעִיר,H8165,39
148102,1Chroniques,1,38,לוֹטָ֥ן,לוֹטָן,H3877,7
148103,1Chroniques,1,38,וְשׁוֹבָ֖ל,שׁוֹבָל,H7732,9
148104,1Chroniques,1,38,וְצִבְע֣וֹן,צִבְעוֹן,H6649,8
148105,1Chroniques,1,38,וַֽעֲנָ֑ה,עֲנָה,H6034,12
148106,1Chroniques,1,38,וְדִישֹׁ֥ן,דִּישֹׁן,H1787,7
148107,1Chroniques,1,38,וְאֵ֖צֶר,אֵ֫צֶר,H0687,5
148108,1Chroniques,1,38,וְדִישָֽׁן׃,דִּישָׁן,H1789,5
148109,1Chroniques,1,39,וּבְנֵ֥י,בֵּן,H1121,4959
148110,1Chroniques,1,39,לוֹטָ֖ן,לוֹטָן,H3877,7
148111,1Chroniques,1,39,חֹרִ֣י,חֹרִי,H2753,4
148112,1Chroniques,1,39,וְהוֹמָ֑ם,הוֹמָ֑ם,H1950,1
148113,1Chroniques,1,39,וַאֲח֥וֹת,אָחוֹת,H0269,114
148114,1Chroniques,1,39,לוֹטָ֖ן,לוֹטָן,H3877,7
148115,1Chroniques,1,39,תִּמְנָֽע׃ ס,תִּמְנָע,H8555,6
148116,1Chroniques,1,40,בְּנֵ֣י,בֵּן,H1121,4959
148117,1Chroniques,1,40,שׁוֹבָ֔ל,שׁוֹבָל,H7732,9
148118,1Chroniques,1,40,עַלְיָ֧ן,"עַלְיָן, עַלְוָן",H5935,2
148119,1Chroniques,1,40,וּמָנַ֛חַת,מָנַ֫חַת,H4506,5
148120,1Chroniques,1,40,וְעֵיבָ֖ל,עֵיבָל,H5858,8
148121,1Chroniques,1,40,שְׁפִ֣י,"שְׁפוֹ, שְׁפִי",H8195,2
148122,1Chroniques,1,40,וְאוֹנָ֑ם ס,אוֹנָם,H0208,4
148123,1Chroniques,1,40,וּבְנֵ֥י,בֵּן,H1121,4959
148124,1Chroniques,1,40,צִבְע֖וֹן,צִבְעוֹן,H6649,8
148125,1Chroniques,1,40,אַיָּ֥ה,אַיָּה,H0345,6
148126,1Chroniques,1,40,וַעֲנָֽה׃,עֲנָה,H6034,12
148127,1Chroniques,1,41,בְּנֵ֥י,בֵּן,H1121,4959
148128,1Chroniques,1,41,עֲנָ֖ה,עֲנָה,H6034,12
148129,1Chroniques,1,41,דִּישׁ֑וֹן ס,דִּישֹׁן,H1787,7
148130,1Chroniques,1,41,וּבְנֵ֣י,בֵּן,H1121,4959
148131,1Chroniques,1,41,דִישׁ֔וֹן,דִּישֹׁן,H1787,7
148132,1Chroniques,1,41,חַמְרָ֥ן,חַמְרָן,H2566,1
148133,1Chroniques,1,41,וְאֶשְׁבָּ֖ן,אֶשְׁבָּן,H0790,2
148134,1Chroniques,1,41,וְיִתְרָ֥ן,יִתְרָן,H3506,3
148135,1Chroniques,1,41,וּכְרָֽן׃ ס,כְּרָ֑ן,H3763,2
148136,1Chroniques,1,42,בְּֽנֵי־,בֵּן,H1121,4959
148137,1Chroniques,1,42,אֵ֔צֶר,אֵ֫צֶר,H0687,5
148138,1Chroniques,1,42,בִּלְהָ֥ן,בִּלְהָן,H1092,4
148139,1Chroniques,1,42,וְזַעֲוָ֖ן,זַעֲוָן,H2190,2
148140,1Chroniques,1,42,יַעֲקָ֑ן,יַעֲקָן,H3292,1
148141,1Chroniques,1,42,בְּנֵ֥י,בֵּן,H1121,4959
148142,1Chroniques,1,42,דִישׁ֖וֹן,דִּישֹׁן,H1787,7
148143,1Chroniques,1,42,ע֥וּץ,עוּץ,H5780,8
148144,1Chroniques,1,42,וַאֲרָֽן׃ פ,אֲרָן,H0765,2
148145,1Chroniques,1,43,וְאֵ֣לֶּה,אֵ֫לֶּה,H0428,746
148146,1Chroniques,1,43,הַמְּלָכִ֗ים,מֶ֫לֶךְ,H4428,2526
148147,1Chroniques,1,43,אֲשֶׁ֤ר,אֲשֶׁר,H0834,5499
148148,1Chroniques,1,43,מָלְכוּ֙,מָלַךְ,H4427,348
148149,1Chroniques,1,43,בְּאֶ֣רֶץ,אֶ֫רֶץ,H0776,2504
148150,1Chroniques,1,43,אֱד֔וֹם,אֱדוֹם,H0123,100
148151,1Chroniques,1,43,לִפְנֵ֥י,פָּנֶה,H6440,2127
148152,1Chroniques,1,43,מְלָךְ־,מָלַךְ,H4427,348
148153,1Chroniques,1,43,מֶ֖לֶךְ,מֶ֫לֶךְ,H4428,2526
148154,1Chroniques,1,43,לִבְנֵ֣י,בֵּן,H1121,4959
148155,1Chroniques,1,43,יִשְׂרָאֵ֑ל,יִשְׂרָאֵל,H3478,2508
148156,1Chroniques,1,43,בֶּ֚לַע,בֶּ֫לַע,H1106,14
148157,1Chroniques,1,43,בֶּן־,בֵּן,H1121,4959
148158,1Chroniques,1,43,בְּע֔וֹר,בְּעוֹר,H1160,10
148159,1Chroniques,1,43,וְשֵׁ֥ם,שֵׁם,H8034,864
148160,1Chroniques,1,43,עִיר֖וֹ,עִיר,H5892,1089
148161,1Chroniques,1,43,דִּנְהָֽבָה׃,דִּנְהָ֑בָה,H1838,2
148162,1Chroniques,1,44,וַיָּ֖מָת,מוּת,H4191,840
148163,1Chroniques,1,44,בָּ֑לַע,בֶּ֫לַע,H1106,14
148164,1Chroniques,1,44,וַיִּמְלֹ֣ךְ,מָלַךְ,H4427,348
148165,1Chroniques,1,44,תַּחְתָּ֔יו,תַּחַת,H8478,505
148166,1Chroniques,1,44,יוֹבָ֥ב,יוֹבָב,H3103,9
148167,1Chroniques,1,44,בֶּן־,בֵּן,H1121,4959
148168,1Chroniques,1,44,זֶ֖רַח,זֶ֫רַח,H2226,21
148169,1Chroniques,1,44,מִבָּצְרָֽה׃,בׇּצְרָה,H1224,8
148170,1Chroniques,1,45,וַיָּ֖מָת,מוּת,H4191,840
